GO;NS;enrichment;name;ratio_in_study;ratio_in_pop;p_uncorrected;depth;study_count;p_bonferroni;p_fdr_bh;study_items
GO:0005515;MF;e;protein binding;127/956;1163/46923;1.59942E-54;2;127;3.55231E-51;3.55231E-51;171715.0, 171776.0, 171818.0, 171981.0, 172192.0, 172233.0, 172435.0, 172450.0, 172493.0, 172505.0, 172597.0, 172609.0, 172640.0, 172775.0, 172889.0, 173007.0, 173073.0, 173336.0, 173339.0, 173355.0, 173794.0, 173894.0, 173968.0, 173985.0, 174234.0, 174267.0, 174473.0, 174557.0, 174614.0, 174693.0, 174728.0, 174974.0, 174999.0, 175101.0, 175270.0, 175376.0, 175667.0, 175788.0, 175890.0, 176078.0, 176168.0, 176179.0, 176189.0, 176237.0, 176307.0, 176322.0, 176328.0, 176344.0, 176349.0, 176435.0, 176444.0, 176506.0, 176758.0, 176808.0, 176817.0, 177084.0, 177236.0, 177282.0, 177335.0, 177415.0, 177539.0, 177580.0, 177602.0, 177615.0, 177643.0, 177705.0, 177894.0, 177924.0, 177931.0, 178104.0, 178132.0, 178139.0, 178250.0, 178439.0, 178487.0, 178491.0, 178619.0, 178942.0, 179259.0, 179388.0, 179423.0, 179596.0, 179624.0, 179912.0, 180014.0, 180028.0, 180203.0, 180311.0, 180350.0, 180449.0, 180478.0, 180479.0, 180492.0, 180555.0, 180574.0, 180637.0, 180690.0, 180713.0, 180761.0, 180942.0, 180990.0, 181053.0, 181141.0, 181163.0, 181227.0, 181255.0, 181261.0, 181371.0, 181400.0, 181471.0, 181644.0, 181727.0, 181759.0, 182578.0, 182629.0, 183082.0, 183098.0, 186226.0, 189194.0, 190098.0, 190400.0, 191697.0, 259498.0, 266844.0, 3565712.0, 4363023.0, 4926960.0
GO:0016740;MF;e;transferase activity;84/956;1009/46923;1.26506E-27;2;84;2.8097E-24;1.40485E-24;171784.0, 171953.0, 172182.0, 172184.0, 172221.0, 172257.0, 172303.0, 172677.0, 172752.0, 172779.0, 172891.0, 173022.0, 173045.0, 173075.0, 173142.0, 173228.0, 173322.0, 173437.0, 173635.0, 173794.0, 173813.0, 173918.0, 174473.0, 174525.0, 174623.0, 174691.0, 174737.0, 174754.0, 174999.0, 175344.0, 175414.0, 176000.0, 176209.0, 176328.0, 176575.0, 176774.0, 176808.0, 177084.0, 177471.0, 177611.0, 177615.0, 177622.0, 177924.0, 178006.0, 178068.0, 178131.0, 178158.0, 178250.0, 178403.0, 178437.0, 178832.0, 178895.0, 178981.0, 179032.0, 179063.0, 179259.0, 179649.0, 179912.0, 179920.0, 180311.0, 180574.0, 180655.0, 180810.0, 180852.0, 181076.0, 181212.0, 181248.0, 181261.0, 181371.0, 181413.0, 181471.0, 181727.0, 181756.0, 185454.0, 185500.0, 185682.0, 187206.0, 188022.0, 189586.0, 190400.0, 266825.0, 3564879.0, 3565046.0, 3565400.0
GO:0046872;MF;e;metal ion binding;107/956;1695/46923;4.94056E-25;5;107;1.0973E-21;3.65766E-22;171687.0, 171715.0, 171821.0, 171953.0, 172051.0, 172435.0, 172497.0, 172505.0, 172509.0, 172893.0, 173028.0, 173051.0, 173074.0, 173144.0, 173322.0, 173813.0, 173918.0, 173947.0, 174473.0, 174525.0, 174623.0, 174692.0, 174707.0, 174728.0, 174754.0, 174815.0, 174839.0, 174999.0, 175079.0, 175172.0, 175531.0, 175610.0, 175823.0, 175832.0, 176022.0, 176078.0, 176209.0, 176237.0, 176251.0, 176390.0, 176575.0, 176624.0, 176662.0, 176774.0, 176808.0, 177105.0, 177144.0, 177415.0, 177513.0, 177568.0, 177580.0, 177615.0, 177643.0, 177924.0, 177931.0, 178131.0, 178139.0, 178220.0, 178281.0, 178287.0, 178437.0, 178537.0, 178619.0, 178707.0, 178895.0, 179178.0, 179196.0, 179259.0, 179649.0, 179672.0, 179796.0, 179819.0, 179912.0, 180244.0, 180311.0, 180479.0, 180573.0, 180574.0, 180655.0, 180672.0, 180792.0, 180810.0, 180886.0, 180990.0, 181076.0, 181111.0, 181227.0, 181231.0, 181374.0, 181471.0, 181573.0, 181600.0, 181783.0, 182077.0, 182124.0, 182648.0, 182932.0, 183248.0, 184793.0, 186213.0, 186343.0, 187120.0, 190787.0, 266825.0, 266833.0, 3565400.0, 3565712.0
GO:0003723;MF;e;RNA binding;53/956;457/46923;2.3925E-24;4;53;5.31374E-21;1.32844E-21;171810.0, 172070.0, 172223.0, 172420.0, 172651.0, 172950.0, 172954.0, 173203.0, 173432.0, 173437.0, 173512.0, 173854.0, 173919.0, 174509.0, 174534.0, 174572.0, 175270.0, 175476.0, 176022.0, 176063.0, 176088.0, 176134.0, 176189.0, 176292.0, 176504.0, 176531.0, 177054.0, 177135.0, 177237.0, 177580.0, 177621.0, 177643.0, 177824.0, 177848.0, 178088.0, 178103.0, 178229.0, 178487.0, 179115.0, 179423.0, 179672.0, 179721.0, 179920.0, 180549.0, 182350.0, 182722.0, 187002.0, 188022.0, 259546.0, 259844.0, 266853.0, 4363023.0, 6418594.0
GO:0000166;MF;e;nucleotide binding;79/956;1015/46923;3.64706E-24;4;79;8.10012E-21;1.62002E-21;171687.0, 171743.0, 171784.0, 171810.0, 171821.0, 172051.0, 172182.0, 172184.0, 172221.0, 172223.0, 172505.0, 172624.0, 172651.0, 172677.0, 172891.0, 172954.0, 173022.0, 173228.0, 173311.0, 173322.0, 173432.0, 173794.0, 173918.0, 174329.0, 174375.0, 174473.0, 174525.0, 174623.0, 174974.0, 175344.0, 176088.0, 176179.0, 176292.0, 176328.0, 176361.0, 176546.0, 176774.0, 176808.0, 177054.0, 177135.0, 177237.0, 177611.0, 177615.0, 177685.0, 177824.0, 177931.0, 178006.0, 178104.0, 178250.0, 178405.0, 178895.0, 179065.0, 179388.0, 179649.0, 179768.0, 179796.0, 179912.0, 179968.0, 180311.0, 180574.0, 180655.0, 180810.0, 180864.0, 180880.0, 181212.0, 181248.0, 181261.0, 181471.0, 181570.0, 181644.0, 181649.0, 181727.0, 181756.0, 181759.0, 185438.0, 185682.0, 190400.0, 191697.0, 3565400.0
GO:0005524;MF;e;ATP binding;67/956;947/46923;1.78158E-18;8;67;3.95689E-15;6.59481E-16;171743.0, 171784.0, 171810.0, 171821.0, 172051.0, 172182.0, 172184.0, 172221.0, 172223.0, 172651.0, 172677.0, 172891.0, 172954.0, 173022.0, 173228.0, 173311.0, 173322.0, 173432.0, 173794.0, 173918.0, 174473.0, 174623.0, 174974.0, 175344.0, 176088.0, 176179.0, 176292.0, 176328.0, 176546.0, 176774.0, 176808.0, 177054.0, 177135.0, 177237.0, 177611.0, 177615.0, 177685.0, 177824.0, 178006.0, 178068.0, 178250.0, 178895.0, 179065.0, 179388.0, 179649.0, 179685.0, 179768.0, 179796.0, 179912.0, 179968.0, 180311.0, 180574.0, 180655.0, 180810.0, 180844.0, 180880.0, 181212.0, 181248.0, 181261.0, 181400.0, 181471.0, 181727.0, 181756.0, 185682.0, 190400.0, 191697.0, 3565400.0
GO:0106310;MF;e;protein serine kinase activity;25/956;131/46923;2.41761E-17;6;25;5.36952E-14;7.67074E-15;171784.0, 172677.0, 172891.0, 173322.0, 173918.0, 174623.0, 176328.0, 176774.0, 176808.0, 177611.0, 177615.0, 178250.0, 178895.0, 179649.0, 179912.0, 180311.0, 180574.0, 180655.0, 180810.0, 181248.0, 181471.0, 181727.0, 185682.0, 190400.0, 3565400.0
GO:0003676;MF;e;nucleic acid binding;36/956;330/46923;4.12143E-16;3;36;9.1537E-13;1.14421E-13;171670.0, 171743.0, 171810.0, 172070.0, 172223.0, 172651.0, 172954.0, 173432.0, 173919.0, 174534.0, 175270.0, 175476.0, 175731.0, 175788.0, 176063.0, 176088.0, 176292.0, 176346.0, 177054.0, 177415.0, 177568.0, 177580.0, 177621.0, 177824.0, 178229.0, 178487.0, 179178.0, 179423.0, 179672.0, 180549.0, 182350.0, 182648.0, 182722.0, 259546.0, 259844.0, 4363023.0
GO:0016301;MF;e;kinase activity;41/956;477/46923;1.50978E-14;4;41;3.35323E-11;3.72581E-12;171784.0, 172184.0, 172221.0, 172677.0, 172779.0, 172891.0, 173022.0, 173322.0, 173794.0, 173918.0, 174473.0, 174623.0, 175344.0, 176328.0, 176774.0, 176808.0, 177611.0, 177615.0, 178068.0, 178250.0, 178895.0, 179649.0, 179768.0, 179912.0, 180311.0, 180574.0, 180655.0, 180690.0, 180810.0, 180844.0, 181212.0, 181248.0, 181261.0, 181471.0, 181727.0, 181756.0, 181830.0, 183676.0, 185682.0, 190400.0, 3565400.0
GO:0004672;MF;e;protein kinase activity;37/956;401/46923;3.30784E-14;5;37;7.34672E-11;7.34672E-12;171784.0, 172051.0, 172677.0, 172891.0, 173322.0, 173794.0, 173918.0, 174473.0, 174623.0, 176328.0, 176774.0, 176808.0, 177611.0, 177615.0, 178068.0, 178250.0, 178895.0, 179649.0, 179685.0, 179768.0, 179912.0, 180311.0, 180574.0, 180655.0, 180810.0, 180844.0, 181212.0, 181248.0, 181261.0, 181400.0, 181471.0, 181727.0, 181756.0, 181830.0, 185682.0, 190400.0, 3565400.0
GO:0004674;MF;e;protein serine/threonine kinase activity;29/956;287/46923;2.07006E-12;6;29;4.59761E-09;4.17965E-10;171784.0, 172677.0, 172891.0, 173322.0, 173918.0, 174623.0, 176328.0, 176774.0, 176808.0, 177611.0, 177615.0, 178068.0, 178250.0, 178895.0, 179649.0, 179768.0, 179912.0, 180311.0, 180574.0, 180655.0, 180810.0, 180844.0, 181212.0, 181248.0, 181471.0, 181727.0, 185682.0, 190400.0, 3565400.0
GO:0005096;MF;e;GTPase activator activity;16/956;77/46923;3.33862E-12;5;16;7.41507E-09;6.17922E-10;172823.0, 174011.0, 174134.0, 174230.0, 175823.0, 176415.0, 177894.0, 178402.0, 179596.0, 180799.0, 180840.0, 180856.0, 181091.0, 181406.0, 181595.0, 353411.0
GO:0003924;MF;e;GTPase activity;20/956;152/46923;4.80059E-11;7;20;1.06621E-07;8.10537E-09;171687.0, 172505.0, 174329.0, 174375.0, 174476.0, 174525.0, 174834.0, 176476.0, 177931.0, 178104.0, 178405.0, 178620.0, 178851.0, 180011.0, 181320.0, 181644.0, 181649.0, 181759.0, 185438.0, 3565140.0
GO:0003677;MF;e;DNA binding;51/956;886/46923;5.10919E-11;4;51;1.13475E-07;8.10537E-09;171670.0, 172640.0, 172752.0, 172889.0, 172893.0, 173740.0, 173749.0, 173854.0, 174341.0, 174614.0, 174707.0, 174860.0, 175531.0, 175541.0, 175698.0, 175890.0, 176078.0, 176157.0, 176237.0, 176449.0, 176450.0, 176546.0, 176617.0, 177144.0, 177212.0, 177433.0, 177543.0, 178514.0, 178707.0, 179341.0, 179819.0, 180357.0, 180672.0, 180942.0, 181231.0, 181523.0, 181573.0, 181783.0, 182124.0, 182371.0, 182467.0, 182874.0, 184006.0, 185460.0, 185980.0, 187120.0, 188793.0, 192081.0, 260030.0, 6418830.0, 24104475.0
GO:0000981;MF;e;DNA-binding transcription factor activity, RNA polymerase II-specific;26/956;292/46923;4.58908E-10;3;26;1.01923E-06;6.7949E-08;171670.0, 172435.0, 172640.0, 172889.0, 172893.0, 173244.0, 173740.0, 173749.0, 174341.0, 175541.0, 175698.0, 176157.0, 176449.0, 176450.0, 176678.0, 177144.0, 178514.0, 180357.0, 180672.0, 180942.0, 181573.0, 182467.0, 182874.0, 185980.0, 192081.0, 260030.0
GO:0031267;MF;e;small GTPase binding;13/956;65/46923;5.9406E-10;5;13;1.31941E-06;8.2463E-08;171988.0, 172597.0, 174230.0, 174234.0, 174728.0, 175094.0, 175445.0, 176674.0, 177539.0, 180990.0, 181595.0, 189194.0, 3565400.0
GO:0005525;MF;e;GTP binding;22/956;215/46923;7.36294E-10;8;22;1.63531E-06;9.61946E-08;171687.0, 172051.0, 172505.0, 172624.0, 174329.0, 174375.0, 174476.0, 174525.0, 174834.0, 176361.0, 176476.0, 177931.0, 178104.0, 178405.0, 178620.0, 178851.0, 180011.0, 181320.0, 181644.0, 181649.0, 181759.0, 185438.0
GO:0016787;MF;e;hydrolase activity;48/956;881/46923;1.15359E-09;2;48;2.56213E-06;1.4234E-07;171743.0, 171810.0, 172032.0, 172223.0, 172389.0, 172522.0, 172585.0, 172651.0, 172954.0, 173028.0, 173051.0, 173074.0, 173432.0, 173904.0, 174215.0, 174285.0, 174296.0, 174381.0, 174614.0, 174685.0, 174839.0, 175610.0, 175731.0, 176022.0, 176088.0, 176122.0, 176166.0, 176292.0, 176346.0, 176546.0, 176923.0, 177054.0, 177415.0, 177824.0, 178013.0, 178284.0, 178537.0, 178877.0, 178878.0, 179039.0, 179388.0, 179492.0, 180573.0, 180874.0, 181164.0, 181644.0, 188131.0, 3565419.0
GO:0000978;MF;e;RNA polymerase II cis-regulatory region sequence-specific DNA binding;24/956;312/46923;3.6555E-08;9;24;8.11887E-05;4.13267E-06;171617.0, 171670.0, 172435.0, 172640.0, 172889.0, 173244.0, 173740.0, 174341.0, 175698.0, 176157.0, 176449.0, 176450.0, 177144.0, 177568.0, 178514.0, 180357.0, 180942.0, 181111.0, 181231.0, 181573.0, 181783.0, 182371.0, 182874.0, 260030.0
GO:0051015;MF;e;actin filament binding;13/956;90/46923;3.72145E-08;5;13;8.26534E-05;4.13267E-06;171818.0, 174673.0, 174693.0, 176697.0, 176784.0, 177497.0, 178167.0, 179077.0, 179624.0, 180760.0, 181227.0, 181711.0, 3565442.0
GO:0061630;MF;e;ubiquitin protein ligase activity;13/956;91/46923;4.26119E-08;7;13;9.4641E-05;4.50671E-06;171616.0, 171953.0, 172303.0, 173144.0, 173813.0, 177084.0, 178437.0, 179259.0, 181076.0, 181600.0, 182077.0, 182932.0, 259498.0
GO:0003724;MF;e;RNA helicase activity;10/956;49/46923;4.70823E-08;4;10;0.00010457;4.75317E-06;171743.0, 171810.0, 172223.0, 172651.0, 172954.0, 173432.0, 176088.0, 176292.0, 177054.0, 177824.0
GO:0005085;MF;e;guanyl-nucleotide exchange factor activity;11/956;69/46923;1.47343E-07;5;11;0.000327248;1.39215E-05;171988.0, 172898.0, 173742.0, 177142.0, 177894.0, 180420.0, 180571.0, 180657.0, 180792.0, 186226.0, 4926960.0
GO:0004386;MF;e;helicase activity;13/956;101/46923;1.50435E-07;3;13;0.000334116;1.39215E-05;171743.0, 171810.0, 172223.0, 172651.0, 172954.0, 173432.0, 176088.0, 176292.0, 176546.0, 177054.0, 177135.0, 177824.0, 179388.0
GO:0030159;MF;e;signaling receptor complex adaptor activity;4/956;4/46923;1.71244E-07;4;4;0.000380333;1.52133E-05;172483.0, 174803.0, 176349.0, 181255.0
GO:0004842;MF;e;ubiquitin-protein transferase activity;10/956;61/46923;4.14386E-07;6;10;0.000920351;3.53981E-05;171616.0, 172303.0, 176575.0, 177084.0, 177580.0, 178006.0, 178437.0, 178619.0, 181076.0, 182932.0
GO:0000977;MF;e;RNA polymerase II transcription regulatory region sequence-specific DNA binding;13/956;112/46923;5.09938E-07;8;13;0.001132572;4.19471E-05;172435.0, 172893.0, 175541.0, 176157.0, 176449.0, 176678.0, 180672.0, 181231.0, 181573.0, 182467.0, 185980.0, 192081.0, 6418830.0
GO:0008168;MF;e;methyltransferase activity;12/956;100/46923;9.71262E-07;4;12;0.002157173;7.70419E-05;173142.0, 173437.0, 174691.0, 174737.0, 175414.0, 175476.0, 178403.0, 178981.0, 179920.0, 181371.0, 188022.0, 266825.0
GO:0005102;MF;e;signaling receptor binding;8/956;42/46923;1.84252E-06;3;8;0.00409223;0.000141111;172706.0, 173051.0, 174230.0, 178619.0, 179217.0, 181400.0, 181756.0, 190098.0
GO:0008017;MF;e;microtubule binding;10/956;80/46923;5.34046E-06;5;10;0.011861157;0.000395372;173357.0, 173369.0, 174476.0, 175216.0, 176179.0, 176307.0, 177685.0, 181644.0, 183963.0, 191697.0
GO:0035091;MF;e;phosphatidylinositol binding;6/956;24/46923;6.92352E-06;4;6;0.015377136;0.000496037;174997.0, 178482.0, 179685.0, 180723.0, 184624.0, 189194.0
GO:0005001;MF;e;transmembrane receptor protein tyrosine phosphatase activity;3/956;3/46923;8.43102E-06;8;3;0.018725294;0.000585165;174685.0, 175807.0, 3565419.0
GO:0002020;MF;e;protease binding;4/956;8/46923;1.12283E-05;4;4;0.024937954;0.000755696;175667.0, 180761.0, 181053.0, 187968.0
GO:0003779;MF;e;actin binding;10/956;91/46923;1.70473E-05;4;10;0.037861988;0.001113588;173161.0, 173357.0, 174673.0, 176697.0, 177497.0, 179077.0, 180760.0, 181227.0, 181711.0, 3565442.0
GO:0030971;MF;e;receptor tyrosine kinase binding;4/956;10/46923;3.26033E-05;7;4;0.072412032;0.002011445;173894.0, 178895.0, 179217.0, 180690.0
GO:0001054;MF;e;RNA polymerase I activity;4/956;10/46923;3.26033E-05;8;4;0.072412032;0.002011445;172752.0, 176362.0, 178823.0, 182648.0
GO:0016791;MF;e;phosphatase activity;7/956;51/46923;7.56111E-05;5;7;0.167932253;0.00453871;172032.0, 173904.0, 174685.0, 178100.0, 178284.0, 3565419.0, 24104817.0
GO:0004693;MF;e;cyclin-dependent protein serine/threonine kinase activity;4/956;13/46923;0.000105713;7;4;0.234788698;0.00617865;171784.0, 172677.0, 176774.0, 177615.0
GO:0019894;MF;e;kinesin binding;4/956;14/46923;0.000145611;4;4;0.323401218;0.008292339;176349.0, 178942.0, 180014.0, 181255.0
GO:0070840;MF;e;dynein complex binding;3/956;6/46923;0.000161039;3;3;0.357667169;0.008941679;174267.0, 176758.0, 181540.0
GO:0005198;MF;e;structural molecule activity;5/956;27/46923;0.0001932;1;5;0.42909814;0.010465808;173143.0, 176766.0, 179150.0, 180014.0, 266844.0
GO:0016746;MF;e;acyltransferase activity;9/956;100/46923;0.000211995;3;9;0.470840963;0.011042908;172182.0, 172257.0, 173045.0, 176836.0, 177622.0, 178158.0, 179032.0, 179063.0, 180852.0
GO:0046983;MF;e;protein dimerization activity;7/956;60/46923;0.000215263;3;7;0.47809986;0.011042908;172889.0, 176362.0, 177720.0, 178823.0, 180942.0, 185460.0, 185980.0
GO:0005509;MF;e;calcium ion binding;12/956;171/46923;0.00021877;6;12;0.485887973;0.011042908;172509.0, 173007.0, 175590.0, 176390.0, 177539.0, 178167.0, 178287.0, 178377.0, 178537.0, 184174.0, 184652.0, 3565243.0
GO:0004713;MF;e;protein tyrosine kinase activity;8/956;82/46923;0.000271904;6;8;0.603898972;0.013400257;173794.0, 174473.0, 178250.0, 180810.0, 181261.0, 181400.0, 181756.0, 185682.0
GO:0001227;MF;e;DNA-binding transcription repressor activity, RNA polymerase II-specific;3/956;7/46923;0.000277538;4;3;0.616411825;0.013400257;171617.0, 173244.0, 177568.0
GO:0019905;MF;e;syntaxin binding;5/956;30/46923;0.000324238;4;5;0.720133395;0.015257466;177539.0, 179193.0, 180014.0, 180182.0, 266648.0
GO:0003899;MF;e;DNA-directed 5'-3' RNA polymerase activity;4/956;17/46923;0.000329743;7;4;0.732358375;0.015257466;172752.0, 178823.0, 179178.0, 182648.0
GO:0003755;MF;e;peptidyl-prolyl cis-trans isomerase activity;5/956;31/46923;0.000380143;4;5;0.844296542;0.016744988;173160.0, 173374.0, 174092.0, 178487.0, 180028.0
GO:0004831;MF;e;tyrosine-tRNA ligase activity;2/956;2/46923;0.000414667;6;2;0.920974353;0.016744988;173311.0, 177237.0
GO:0016763;MF;e;pentosyltransferase activity;2/956;2/46923;0.000414667;4;2;0.920974353;0.016744988;178131.0, 180244.0
GO:0016308;MF;e;1-phosphatidylinositol-4-phosphate 5-kinase activity;2/956;2/46923;0.000414667;7;2;0.920974353;0.016744988;172184.0, 175344.0
GO:0004169;MF;e;dolichyl-phosphate-mannose-protein mannosyltransferase activity;2/956;2/46923;0.000414667;6;2;0.920974353;0.016744988;178832.0, 185454.0
GO:0008479;MF;e;tRNA-guanosine(34) queuine transglycosylase activity;2/956;2/46923;0.000414667;5;2;0.920974353;0.016744988;178131.0, 180244.0
GO:0030346;MF;e;protein phosphatase 2B binding;2/956;2/46923;0.000414667;6;2;0.920974353;0.016744988;175788.0, 176799.0
GO:0031435;MF;e;mitogen-activated protein kinase kinase kinase binding;3/956;8/46923;0.000437324;6;3;0.971296147;0.017040283;179259.0, 185682.0, 3565400.0
GO:0017147;MF;e;Wnt-protein binding;3/956;8/46923;0.000437324;3;3;0.971296147;0.017040283;174473.0, 175020.0, 178768.0
GO:0003700;MF;e;DNA-binding transcription factor activity;21/956;442/46923;0.000456305;2;21;1;0.017473317;172640.0, 172889.0, 172893.0, 173740.0, 173749.0, 174614.0, 175541.0, 175698.0, 176157.0, 176449.0, 176450.0, 177568.0, 178707.0, 180357.0, 180672.0, 181231.0, 181292.0, 181783.0, 182874.0, 185460.0, 260030.0
GO:0031624;MF;e;ubiquitin conjugating enzyme binding;4/956;20/46923;0.000639405;5;4;1;0.02391439;171953.0, 172936.0, 178437.0, 181076.0
GO:0005109;MF;e;frizzled binding;3/956;9/46923;0.000646044;5;3;1;0.02391439;173894.0, 174473.0, 179217.0
GO:0016853;MF;e;isomerase activity;7/956;74/46923;0.00078464;2;7;1;0.028568618;173160.0, 173374.0, 174509.0, 175472.0, 176504.0, 178487.0, 180028.0
GO:0030515;MF;e;snoRNA binding;3/956;10/46923;0.000908947;5;3;1;0.032560825;171901.0, 172420.0, 173779.0
GO:0030276;MF;e;clathrin binding;4/956;22/46923;0.000934641;3;4;1;0.032949808;175376.0, 177539.0, 180723.0, 184091.0
GO:0003684;MF;e;damaged DNA binding;4/956;23/46923;0.001113271;5;4;1;0.038484797;172434.0, 176209.0, 176546.0, 187120.0
GO:0003714;MF;e;transcription corepressor activity;5/956;39/46923;0.0011263;4;5;1;0.038484797;173074.0, 174285.0, 176426.0, 177924.0, 178439.0
GO:0003729;MF;e;mRNA binding;10/956;152/46923;0.001174282;5;10;1;0.038504631;172070.0, 172479.0, 173203.0, 174380.0, 174572.0, 179423.0, 180549.0, 182722.0, 246008.0, 259844.0
GO:0050321;MF;e;tau-protein kinase activity;2/956;3/46923;0.001227138;6;2;1;0.038504631;179912.0, 181471.0
GO:0052742;MF;e;phosphatidylinositol kinase activity;2/956;3/46923;0.001227138;6;2;1;0.038504631;172184.0, 175344.0
GO:0005483;MF;e;soluble NSF attachment protein activity;2/956;3/46923;0.001227138;3;2;1;0.038504631;179193.0, 180182.0
GO:0004407;MF;e;histone deacetylase activity;3/956;11/46923;0.0012309;5;3;1;0.038504631;173074.0, 174285.0, 183226.0
GO:0032794;MF;e;GTPase activating protein binding;3/956;11/46923;0.0012309;3;3;1;0.038504631;172455.0, 175823.0, 181163.0
GO:0050839;MF;e;cell adhesion molecule binding;3/956;12/46923;0.001616404;3;3;1;0.049178547;171776.0, 177602.0, 180555.0
GO:0016018;MF;e;cyclosporin A binding;3/956;12/46923;0.001616404;3;3;1;0.049178547;173374.0, 178487.0, 180028.0
