GO;NS;enrichment;name;ratio_in_study;ratio_in_pop;p_uncorrected;depth;study_count;p_bonferroni;p_fdr_bh;study_items
GO:0016020;CC;e;membrane;183/908;6341/46923;2.56673E-08;2;183;2.41016E-05;4.54746E-07;171601.0, 171638.0, 171691.0, 171768.0, 171835.0, 171860.0, 171865.0, 171876.0, 171943.0, 171944.0, 172034.0, 172051.0, 172109.0, 172174.0, 172196.0, 172208.0, 172370.0, 172393.0, 172421.0, 172482.0, 172520.0, 172613.0, 172673.0, 172686.0, 172687.0, 172692.0, 173007.0, 173058.0, 173335.0, 173341.0, 173436.0, 173579.0, 173846.0, 174006.0, 174022.0, 174034.0, 174050.0, 174054.0, 174140.0, 174203.0, 174207.0, 174233.0, 174268.0, 174272.0, 174428.0, 174467.0, 174494.0, 174596.0, 174614.0, 174675.0, 174685.0, 174687.0, 174720.0, 174743.0, 174992.0, 174996.0, 175227.0, 175243.0, 175254.0, 175331.0, 175384.0, 175410.0, 175505.0, 175605.0, 175606.0, 175801.0, 175807.0, 175833.0, 175886.0, 175898.0, 176060.0, 176089.0, 176101.0, 176158.0, 176257.0, 176383.0, 176395.0, 176430.0, 176434.0, 176512.0, 176626.0, 176637.0, 176675.0, 176703.0, 176724.0, 176740.0, 176773.0, 176828.0, 176985.0, 177004.0, 177017.0, 177027.0, 177028.0, 177047.0, 177072.0, 177089.0, 177103.0, 177231.0, 177242.0, 177321.0, 177366.0, 177442.0, 177456.0, 177482.0, 177503.0, 177524.0, 177539.0, 177602.0, 177626.0, 177695.0, 177755.0, 177757.0, 177779.0, 177787.0, 177795.0, 177815.0, 177902.0, 177989.0, 178013.0, 178020.0, 178029.0, 178078.0, 178288.0, 178291.0, 178293.0, 178362.0, 178407.0, 178458.0, 178800.0, 178918.0, 178927.0, 179040.0, 179077.0, 179094.0, 179150.0, 179187.0, 179213.0, 179412.0, 179477.0, 179510.0, 179567.0, 179629.0, 179691.0, 179796.0, 179958.0, 179981.0, 180218.0, 180422.0, 180641.0, 180718.0, 180783.0, 180823.0, 180843.0, 180864.0, 180880.0, 180902.0, 180907.0, 180908.0, 180909.0, 180912.0, 180956.0, 181148.0, 181382.0, 181526.0, 181644.0, 181669.0, 181772.0, 182726.0, 184081.0, 184366.0, 187465.0, 187779.0, 188513.0, 188672.0, 189050.0, 189052.0, 189725.0, 259387.0, 259519.0, 266648.0, 3565862.0, 3565877.0, 7040157.0
GO:0005788;CC;e;endoplasmic reticulum lumen;8/908;28/46923;4.20556E-08;5;8;3.94903E-05;7.31301E-07;172433.0, 174203.0, 175472.0, 177074.0, 178014.0, 178997.0, 180724.0, 180880.0
GO:0005687;CC;e;U4 snRNP;5/908;7/46923;5.45734E-08;5;5;5.12444E-05;8.99024E-07;171834.0, 173204.0, 174072.0, 176668.0, 178483.0
GO:0097526;CC;e;spliceosomal tri-snRNP complex;5/908;7/46923;5.45734E-08;5;5;5.12444E-05;8.99024E-07;171834.0, 174072.0, 174193.0, 177988.0, 178483.0
GO:0034715;CC;e;pICln-Sm protein complex;5/908;7/46923;5.45734E-08;3;5;5.12444E-05;8.99024E-07;174072.0, 176103.0, 176668.0, 178483.0, 179639.0
GO:0005859;CC;e;muscle myosin complex;4/908;4/46923;1.3931E-07;4;4;0.000130812;2.21715E-06;175768.0, 181404.0, 181776.0, 259839.0
GO:0031428;CC;e;box C/D RNP complex;4/908;4/46923;1.3931E-07;4;4;0.000130812;2.21715E-06;171901.0, 174645.0, 179442.0, 179999.0
GO:0005912;CC;e;adherens junction;9/908;45/46923;1.73647E-07;5;9;0.000163054;2.71757E-06;172174.0, 173007.0, 173360.0, 174685.0, 176201.0, 177482.0, 177602.0, 178537.0, 181148.0
GO:0043229;CC;e;intracellular organelle;10/908;59/46923;1.86902E-07;3;10;0.000175501;2.87706E-06;171834.0, 173058.0, 174072.0, 175968.0, 176380.0, 176668.0, 177017.0, 177988.0, 178831.0, 179224.0
GO:0005852;CC;e;eukaryotic translation initiation factor 3 complex;6/908;15/46923;2.22687E-07;2;6;0.000209103;3.37263E-06;172858.0, 174478.0, 175138.0, 176094.0, 177236.0, 179779.0
GO:0016459;CC;e;myosin complex;7/908;24/46923;2.57854E-07;2;7;0.000242125;3.84326E-06;172471.0, 175440.0, 175768.0, 176796.0, 181404.0, 181776.0, 259839.0
GO:0015934;CC;e;large ribosomal subunit;5/908;9/46923;3.17033E-07;4;5;0.000297694;4.65146E-06;171692.0, 171750.0, 171853.0, 174379.0, 175455.0
GO:0005874;CC;e;microtubule;12/908;96/46923;3.61907E-07;6;12;0.000339831;5.22817E-06;172041.0, 172831.0, 173058.0, 173167.0, 173581.0, 175419.0, 175519.0, 175922.0, 176179.0, 176501.0, 179629.0, 181644.0
GO:0016460;CC;e;myosin II complex;6/908;17/46923;5.32702E-07;3;6;0.000500207;7.5789E-06;172471.0, 175440.0, 176796.0, 181404.0, 181776.0, 259839.0
GO:0008541;CC;e;proteasome regulatory particle, lid subcomplex;5/908;10/46923;6.23914E-07;2;5;0.000585855;8.74411E-06;173744.0, 174715.0, 175284.0, 175972.0, 3565888.0
GO:0033177;CC;e;proton-transporting two-sector ATPase complex, proton-transporting domain;4/908;5/46923;6.85814E-07;3;4;0.000643979;9.1997E-06;174272.0, 176383.0, 177018.0, 187779.0
GO:0033180;CC;e;proton-transporting V-type ATPase, V1 domain;4/908;5/46923;6.85814E-07;4;4;0.000643979;9.1997E-06;174596.0, 177017.0, 180692.0, 3564970.0
GO:0000220;CC;e;vacuolar proton-transporting V-type ATPase, V0 domain;4/908;5/46923;6.85814E-07;5;4;0.000643979;9.1997E-06;174743.0, 176257.0, 177018.0, 177626.0
GO:0030016;CC;e;myofibril;6/908;18/46923;7.85934E-07;6;6;0.000737992;1.02499E-05;171986.0, 172471.0, 174844.0, 175727.0, 181404.0, 259839.0
GO:0005686;CC;e;U2 snRNP;6/908;18/46923;7.85934E-07;5;6;0.000737992;1.02499E-05;171834.0, 173204.0, 174072.0, 176668.0, 178483.0, 179639.0
GO:0005764;CC;e;lysosome;13/908;124/46923;9.32909E-07;7;13;0.000876002;1.2E-05;171956.0, 174050.0, 178612.0, 179053.0, 179209.0, 179211.0, 179364.0, 179637.0, 179645.0, 180251.0, 180917.0, 180947.0, 34700645.0
GO:0005581;CC;e;collagen trimer;9/908;55/46923;1.04825E-06;2;9;0.000984306;1.33014E-05;172197.0, 173495.0, 174178.0, 174226.0, 177695.0, 177872.0, 179187.0, 179298.0, 179693.0
GO:0070971;CC;e;endoplasmic reticulum exit site;5/908;11/46923;1.12554E-06;2;5;0.00105688;1.37779E-05;173277.0, 176609.0, 177217.0, 178078.0, 180843.0
GO:0046540;CC;e;U4/U6 x U5 tri-snRNP complex;6/908;19/46923;1.12982E-06;6;6;0.001060902;1.37779E-05;173204.0, 174193.0, 174645.0, 176668.0, 179639.0, 190601.0
GO:0071011;CC;e;precatalytic spliceosome;6/908;19/46923;1.12982E-06;4;6;0.001060902;1.37779E-05;171834.0, 174072.0, 174645.0, 176668.0, 178483.0, 179639.0
GO:0000307;CC;e;cyclin-dependent protein kinase holoenzyme complex;5/908;12/46923;1.89863E-06;7;5;0.001782814;2.28566E-05;175757.0, 177658.0, 177965.0, 179107.0, 180040.0
GO:0022626;CC;e;cytosolic ribosome;4/908;6/46923;2.02575E-06;6;4;0.001902177;2.37772E-05;171766.0, 172401.0, 178297.0, 190051.0
GO:0061617;CC;e;MICOS complex;4/908;6/46923;2.02575E-06;4;4;0.001902177;2.37772E-05;171638.0, 173579.0, 174494.0, 175243.0
GO:0010494;CC;e;cytoplasmic stress granule;6/908;21/46923;2.18612E-06;7;6;0.002052763;2.53428E-05;171888.0, 172070.0, 172920.0, 175680.0, 175966.0, 181473.0
GO:0043231;CC;e;intracellular membrane-bounded organelle;12/908;114/46923;2.33003E-06;4;12;0.002187901;2.66817E-05;171691.0, 172393.0, 173374.0, 174006.0, 174022.0, 175307.0, 175714.0, 177004.0, 177089.0, 177795.0, 181526.0, 3565996.0
GO:0071944;CC;e;cell periphery;6/908;22/46923;2.95663E-06;2;6;0.002776273;3.34491E-05;172174.0, 174233.0, 175410.0, 178614.0, 179077.0, 179912.0
GO:0016607;CC;e;nuclear speck;7/908;34/46923;3.38639E-06;3;7;0.003179818;3.7855E-05;173915.0, 174073.0, 174747.0, 175572.0, 176688.0, 177486.0, 177566.0
GO:0043025;CC;e;neuronal cell body;14/908;162/46923;3.67328E-06;3;14;0.003449213;4.0579E-05;171751.0, 171956.0, 172610.0, 172831.0, 172978.0, 174006.0, 174050.0, 175410.0, 175419.0, 177940.0, 177943.0, 178117.0, 178789.0, 180783.0
GO:0005652;CC;e;nuclear lamina;5/908;14/46923;4.64712E-06;2;5;0.004363642;4.96601E-05;172687.0, 173973.0, 173976.0, 180414.0, 181698.0
GO:0005689;CC;e;U12-type spliceosomal complex;4/908;7/46923;4.65398E-06;4;4;0.004370088;4.96601E-05;171834.0, 174072.0, 177988.0, 178483.0
GO:0019773;CC;e;proteasome core complex, alpha-subunit complex;4/908;7/46923;4.65398E-06;2;4;0.004370088;4.96601E-05;172139.0, 172942.0, 178943.0, 179493.0
GO:0072686;CC;e;mitotic spindle;6/908;24/46923;5.16016E-06;6;6;0.004845388;5.44426E-05;172831.0, 175750.0, 175877.0, 176434.0, 178250.0, 178614.0
GO:0005654;CC;e;nucleoplasm;11/908;103/46923;5.30692E-06;2;11;0.0049832;5.53689E-05;174785.0, 175244.0, 176072.0, 176330.0, 177533.0, 178401.0, 179999.0, 180264.0, 186322.0, 266845.0, 3565337.0
GO:0005850;CC;e;eukaryotic translation initiation factor 2 complex;3/908;3/46923;7.22257E-06;2;3;0.006781994;7.13894E-05;171769.0, 171792.0, 172584.0
GO:0005784;CC;e;Sec61 translocon complex;3/908;3/46923;7.22257E-06;4;3;0.006781994;7.13894E-05;177027.0, 178407.0, 179510.0
GO:0045252;CC;e;oxoglutarate dehydrogenase complex;3/908;3/46923;7.22257E-06;5;3;0.006781994;7.13894E-05;177235.0, 178387.0, 179063.0
GO:0005967;CC;e;mitochondrial pyruvate dehydrogenase complex;3/908;3/46923;7.22257E-06;5;3;0.006781994;7.13894E-05;177108.0, 178524.0, 179945.0
GO:0098556;CC;e;cytoplasmic side of rough endoplasmic reticulum membrane;3/908;3/46923;7.22257E-06;5;3;0.006781994;7.13894E-05;171750.0, 173342.0, 176975.0
GO:0005741;CC;e;mitochondrial outer membrane;7/908;38/46923;7.42741E-06;6;7;0.006974339;7.26494E-05;173436.0, 174050.0, 175243.0, 176101.0, 177524.0, 179691.0, 7040157.0
GO:0045263;CC;e;proton-transporting ATP synthase complex, coupling factor F(o);4/908;8/46923;9.16476E-06;4;4;0.008605714;8.78134E-05;172673.0, 175605.0, 180718.0, 180956.0
GO:0000276;CC;e;mitochondrial proton-transporting ATP synthase complex, coupling factor F(o);4/908;8/46923;9.16476E-06;5;4;0.008605714;8.78134E-05;172673.0, 175605.0, 180718.0, 180956.0
GO:0030054;CC;e;cell junction;6/908;28/46923;1.35207E-05;2;6;0.012695981;0.000127246;173973.0, 176201.0, 179077.0, 179629.0, 180414.0, 180603.0
GO:0005666;CC;e;RNA polymerase III complex;5/908;17/46923;1.36868E-05;8;5;0.012851863;0.000127246;171763.0, 172412.0, 174630.0, 175660.0, 184886.0
GO:0030687;CC;e;preribosome, large subunit precursor;5/908;17/46923;1.36868E-05;4;5;0.012851863;0.000127246;173169.0, 173232.0, 174168.0, 176072.0, 186322.0
GO:0000785;CC;e;chromatin;10/908;97/46923;1.93243E-05;3;10;0.018145528;0.000177897;171997.0, 172079.0, 175029.0, 175587.0, 176237.0, 176702.0, 177212.0, 177636.0, 178845.0, 266837.0
GO:0005813;CC;e;centrosome;9/908;80/46923;2.48566E-05;3;9;0.023340309;0.000226605;174233.0, 175524.0, 175750.0, 177895.0, 177965.0, 178117.0, 178250.0, 178614.0, 180040.0
GO:0005865;CC;e;striated muscle thin filament;4/908;10/46923;2.66556E-05;3;4;0.025029648;0.00024067;173319.0, 178640.0, 179535.0, 180767.0
GO:0071541;CC;e;eukaryotic translation initiation factor 3 complex, eIF3m;3/908;4/46923;2.84724E-05;3;3;0.026735538;0.000247551;174478.0, 176094.0, 177236.0
GO:0031429;CC;e;box H/ACA snoRNP complex;3/908;4/46923;2.84724E-05;5;3;0.026735538;0.000247551;172883.0, 176504.0, 176531.0
GO:0005838;CC;e;proteasome regulatory particle;3/908;4/46923;2.84724E-05;2;3;0.026735538;0.000247551;173744.0, 174715.0, 177753.0
GO:0000221;CC;e;vacuolar proton-transporting V-type ATPase, V1 domain;3/908;4/46923;2.84724E-05;5;3;0.026735538;0.000247551;172216.0, 177017.0, 180534.0
GO:0048471;CC;e;perinuclear region of cytoplasm;10/908;102/46923;3.00139E-05;2;10;0.028183081;0.00025856;171956.0, 172034.0, 174233.0, 175606.0, 176158.0, 177815.0, 178014.0, 179971.0, 180843.0, 183241.0
GO:0030017;CC;e;sarcomere;6/908;32/46923;3.04473E-05;2;6;0.028590003;0.000259909;172471.0, 176122.0, 176788.0, 177602.0, 181404.0, 259839.0
GO:0008540;CC;e;proteasome regulatory particle, base subcomplex;4/908;11/46923;4.12443E-05;2;4;0.038728373;0.000348904;172238.0, 175877.0, 175925.0, 178988.0
GO:0034719;CC;e;SMN-Sm protein complex;3/908;5/46923;7.01522E-05;3;3;0.065872877;0.000588151;171834.0, 174072.0, 178483.0
GO:0005793;CC;e;endoplasmic reticulum-Golgi intermediate compartment;5/908;24/46923;8.4017E-05;5;5;0.078891992;0.000698159;173277.0, 176609.0, 179213.0, 179567.0, 180843.0
GO:0071004;CC;e;U2-type prespliceosome;4/908;13/46923;8.6642E-05;5;4;0.081356884;0.000707451;171834.0, 173204.0, 177674.0, 177988.0
GO:0060102;CC;e;collagen and cuticulin-based cuticle extracellular matrix;4/908;13/46923;8.6642E-05;5;4;0.081356884;0.000707451;172197.0, 174720.0, 174964.0, 179693.0
GO:0045335;CC;e;phagocytic vesicle;4/908;14/46923;0.00011944;8;4;0.112154181;0.000966846;171956.0, 180912.0, 181644.0, 190399.0
GO:0005834;CC;e;heterotrimeric G-protein complex;5/908;26/46923;0.000125926;4;5;0.118244424;0.001010636;171687.0, 171751.0, 172396.0, 172505.0, 174803.0
GO:0030133;CC;e;transport vesicle;3/908;6/46923;0.000138279;7;3;0.129843577;0.001091122;171601.0, 177815.0, 178789.0
GO:0000243;CC;e;commitment complex;3/908;6/46923;0.000138279;5;3;0.129843577;0.001091122;174072.0, 177674.0, 178483.0
GO:0005615;CC;e;extracellular space;15/908;257/46923;0.000167789;2;15;0.157553505;0.001312946;174006.0, 177074.0, 177940.0, 178612.0, 178798.0, 178992.0, 179053.0, 179209.0, 179412.0, 179637.0, 179645.0, 180986.0, 181772.0, 186050.0, 186714.0
GO:0031966;CC;e;mitochondrial membrane;5/908;28/46923;0.000182215;4;5;0.171099684;0.001414047;171768.0, 172673.0, 174034.0, 177235.0, 180956.0
GO:0030425;CC;e;dendrite;10/908;128/46923;0.000203969;5;10;0.191527313;0.001569896;172051.0, 172610.0, 172831.0, 172978.0, 173007.0, 173347.0, 174050.0, 175807.0, 177602.0, 177943.0
GO:0009897;CC;e;external side of plasma membrane;5/908;29/46923;0.000216683;3;5;0.203465;0.001654187;172736.0, 172885.0, 174056.0, 175384.0, 181526.0
GO:0005688;CC;e;U6 snRNP;3/908;7/46923;0.000238497;5;3;0.223948694;0.001777371;174193.0, 177988.0, 190601.0
GO:0030663;CC;e;COPI-coated vesicle membrane;3/908;7/46923;0.000238497;7;3;0.223948694;0.001777371;174675.0, 177779.0, 179213.0
GO:0060473;CC;e;cortical granule;3/908;7/46923;0.000238497;9;3;0.223948694;0.001777371;171601.0, 177815.0, 266648.0
GO:0030130;CC;e;clathrin coat of trans-Golgi network vesicle;2/908;2/46923;0.000374051;6;2;0.351233913;0.00254068;176434.0, 179150.0
GO:0045254;CC;e;pyruvate dehydrogenase complex;2/908;2/46923;0.000374051;4;2;0.351233913;0.00254068;178524.0, 179945.0
GO:0033176;CC;e;proton-transporting V-type ATPase complex;2/908;2/46923;0.000374051;5;2;0.351233913;0.00254068;176338.0, 177103.0
GO:0035632;CC;e;mitochondrial prohibitin complex;2/908;2/46923;0.000374051;4;2;0.351233913;0.00254068;171768.0, 174034.0
GO:0005956;CC;e;protein kinase CK2 complex;2/908;2/46923;0.000374051;7;2;0.351233913;0.00254068;172610.0, 172978.0
GO:0005854;CC;e;nascent polypeptide-associated complex;2/908;2/46923;0.000374051;2;2;0.351233913;0.00254068;171646.0, 174090.0
GO:0035060;CC;e;brahma complex;2/908;2/46923;0.000374051;5;2;0.351233913;0.00254068;175571.0, 3565337.0
GO:0005952;CC;e;cAMP-dependent protein kinase complex;2/908;2/46923;0.000374051;7;2;0.351233913;0.00254068;180864.0, 3565407.0
GO:0033181;CC;e;plasma membrane proton-transporting V-type ATPase complex;2/908;2/46923;0.000374051;6;2;0.351233913;0.00254068;172134.0, 177757.0
GO:0005750;CC;e;mitochondrial respiratory chain complex III;3/908;8/46923;0.000376096;5;3;0.353154482;0.00254068;174992.0, 259519.0, 266653.0
GO:0005863;CC;e;striated muscle myosin thick filament;3/908;8/46923;0.000376096;6;3;0.353154482;0.00254068;172471.0, 175768.0, 259839.0
GO:0030126;CC;e;COPI vesicle coat;3/908;8/46923;0.000376096;5;3;0.353154482;0.00254068;171860.0, 174675.0, 177779.0
GO:0000159;CC;e;protein phosphatase type 2A complex;3/908;8/46923;0.000376096;5;3;0.353154482;0.00254068;175750.0, 178117.0, 180100.0
GO:0045202;CC;e;synapse;14/908;254/46923;0.00048564;3;14;0.45601636;0.00325726;172041.0, 172505.0, 172613.0, 174006.0, 174685.0, 175807.0, 176179.0, 176257.0, 177539.0, 178537.0, 179412.0, 181382.0, 181644.0, 266648.0
GO:0005876;CC;e;spindle microtubule;4/908;21/46923;0.000641147;7;4;0.602036663;0.004269764;173872.0, 175519.0, 176501.0, 181644.0
GO:0000793;CC;e;condensed chromosome;5/908;37/46923;0.00070002;6;5;0.657318843;0.004629006;173872.0, 176237.0, 176330.0, 177212.0, 178250.0
GO:0016328;CC;e;lateral plasma membrane;3/908;10/46923;0.000782895;2;3;0.735138234;0.005105127;177366.0, 177602.0, 179077.0
GO:0005905;CC;e;clathrin-coated pit;3/908;10/46923;0.000782895;3;3;0.735138234;0.005105127;172520.0, 176434.0, 179150.0
GO:0005794;CC;e;Golgi apparatus;14/908;270/46923;0.000881618;5;14;0.827839035;0.005709235;171601.0, 171860.0, 171956.0, 174006.0, 174675.0, 175801.0, 176158.0, 176609.0, 177217.0, 177595.0, 177779.0, 177815.0, 179213.0, 179567.0
GO:0031143;CC;e;pseudopodium;4/908;23/46923;0.000919909;4;4;0.863794185;0.005916399;177305.0, 181577.0, 181644.0, 191712.0
GO:0071565;CC;e;nBAF complex;2/908;3/46923;0.001107708;5;2;1;0.00698079;175571.0, 3565337.0
GO:0030132;CC;e;clathrin coat of coated pit;2/908;3/46923;0.001107708;5;2;1;0.00698079;176434.0, 179150.0
GO:1990357;CC;e;terminal web;2/908;3/46923;0.001107708;8;2;1;0.00698079;173973.0, 176793.0
GO:0005815;CC;e;microtubule organizing center;6/908;61/46923;0.001160205;2;6;1;0.007262884;171601.0, 174307.0, 175750.0, 176374.0, 178117.0, 266820.0
GO:0005884;CC;e;actin filament;3/908;12/46923;0.001394379;6;3;1;0.00844724;172174.0, 173319.0, 179534.0
GO:1990075;CC;e;periciliary membrane compartment;3/908;12/46923;0.001394379;4;3;1;0.00844724;177902.0, 179150.0, 181644.0
GO:0030864;CC;e;cortical actin cytoskeleton;3/908;12/46923;0.001394379;7;3;1;0.00844724;179077.0, 179629.0, 180603.0
GO:0032982;CC;e;myosin filament;3/908;12/46923;0.001394379;5;3;1;0.00844724;172471.0, 181404.0, 259839.0
GO:0009925;CC;e;basal plasma membrane;3/908;12/46923;0.001394379;4;3;1;0.00844724;173058.0, 175227.0, 181227.0
GO:0005819;CC;e;spindle;5/908;43/46923;0.00140519;5;5;1;0.008458162;171601.0, 172041.0, 173872.0, 175750.0, 266820.0
GO:0009986;CC;e;cell surface;7/908;91/46923;0.00196837;2;7;1;0.011772609;174006.0, 174034.0, 174757.0, 176403.0, 176448.0, 178092.0, 179384.0
GO:0000139;CC;e;Golgi membrane;10/908;173/46923;0.002108836;5;10;1;0.012370723;171601.0, 171860.0, 171956.0, 174006.0, 174675.0, 175801.0, 176473.0, 177779.0, 177815.0, 179213.0
GO:0005742;CC;e;mitochondrial outer membrane translocase complex;2/908;4/46923;0.002186944;4;2;1;0.012370723;176101.0, 179691.0
GO:0030125;CC;e;clathrin vesicle coat;2/908;4/46923;0.002186944;5;2;1;0.012370723;179150.0, 181577.0
GO:0000792;CC;e;heterochromatin;2/908;4/46923;0.002186944;4;2;1;0.012370723;175827.0, 176788.0
GO:0120114;CC;e;Sm-like protein family complex;2/908;4/46923;0.002186944;2;2;1;0.012370723;176103.0, 190601.0
GO:0005787;CC;e;signal peptidase complex;2/908;4/46923;0.002186944;4;2;1;0.012370723;171876.0, 176703.0
GO:0034663;CC;e;endoplasmic reticulum chaperone complex;2/908;4/46923;0.002186944;3;2;1;0.012370723;174203.0, 180880.0
GO:0070603;CC;e;SWI/SNF superfamily-type complex;2/908;4/46923;0.002186944;4;2;1;0.012370723;175571.0, 3565337.0
GO:0005732;CC;e;sno(s)RNA-containing ribonucleoprotein complex;2/908;4/46923;0.002186944;3;2;1;0.012370723;176531.0, 190601.0
GO:0000781;CC;e;chromosome, telomeric region;3/908;15/46923;0.002761665;3;3;1;0.015380546;172092.0, 177101.0, 181545.0
GO:0048786;CC;e;presynaptic active zone;3/908;15/46923;0.002761665;2;3;1;0.015380546;177539.0, 181644.0, 266648.0
GO:0030659;CC;e;cytoplasmic vesicle membrane;5/908;50/46923;0.002768171;5;5;1;0.015380546;171691.0, 175807.0, 176434.0, 179150.0, 179213.0
GO:0070469;CC;e;respirasome;4/908;31/46923;0.002892148;2;4;1;0.015974864;174428.0, 174992.0, 175772.0, 259519.0
GO:0043005;CC;e;neuron projection;11/908;212/46923;0.003007116;4;11;1;0.016512762;171751.0, 172051.0, 173347.0, 174050.0, 176179.0, 177856.0, 177921.0, 178789.0, 179412.0, 180783.0, 266648.0
GO:0035145;CC;e;exon-exon junction complex;2/908;5/46923;0.003598138;3;2;1;0.019417537;173073.0, 175572.0
GO:0032009;CC;e;early phagosome;2/908;5/46923;0.003598138;9;2;1;0.019417537;181577.0, 190399.0
GO:0031981;CC;e;nuclear lumen;2/908;5/46923;0.003598138;5;2;1;0.019417537;175015.0, 177190.0
GO:0097730;CC;e;non-motile cilium;6/908;78/46923;0.004072965;5;6;1;0.021854364;172610.0, 172978.0, 175410.0, 175605.0, 177943.0, 180956.0
GO:0005747;CC;e;mitochondrial respiratory chain complex I;4/908;36/46923;0.005017307;6;4;1;0.026768471;174428.0, 176008.0, 176622.0, 177047.0
GO:0044292;CC;e;dendrite terminus;2/908;6/46923;0.005328067;2;2;1;0.0273391;177902.0, 181148.0
GO:0000791;CC;e;euchromatin;2/908;6/46923;0.005328067;4;2;1;0.0273391;176702.0, 177190.0
GO:0030141;CC;e;secretory granule;2/908;6/46923;0.005328067;8;2;1;0.0273391;175807.0, 180366.0
GO:0043296;CC;e;apical junction complex;2/908;6/46923;0.005328067;5;2;1;0.0273391;177757.0, 181148.0
GO:0030127;CC;e;COPII vesicle coat;2/908;6/46923;0.005328067;5;2;1;0.0273391;177217.0, 178078.0
GO:0016281;CC;e;eukaryotic translation initiation factor 4F complex;2/908;6/46923;0.005328067;4;2;1;0.0273391;174322.0, 176755.0
GO:0030014;CC;e;CCR4-NOT complex;2/908;6/46923;0.005328067;3;2;1;0.0273391;176625.0, 177580.0
GO:1904115;CC;e;axon cytoplasm;3/908;20/46923;0.00643963;6;3;1;0.03286311;172041.0, 176179.0, 177921.0
GO:0005768;CC;e;endosome;6/908;87/46923;0.006925085;7;6;1;0.035149486;171601.0, 171956.0, 174233.0, 177626.0, 180783.0, 181577.0
GO:0015629;CC;e;actin cytoskeleton;4/908;40/46923;0.007325614;6;4;1;0.036780308;171986.0, 176796.0, 178640.0, 181227.0
GO:0000421;CC;e;autophagosome membrane;2/908;7/46923;0.007363895;6;2;1;0.036780308;174050.0, 177989.0
GO:0016272;CC;e;prefoldin complex;2/908;7/46923;0.007363895;2;2;1;0.036780308;176013.0, 178045.0
GO:0016529;CC;e;sarcoplasmic reticulum;3/908;21/46923;0.007406043;6;3;1;0.036795105;173330.0, 176512.0, 176703.0
GO:0045179;CC;e;apical cortex;2/908;8/46923;0.009693162;5;2;1;0.047653817;172174.0, 173973.0
GO:0001891;CC;e;phagocytic cup;2/908;8/46923;0.009693162;2;2;1;0.047653817;181577.0, 181644.0
GO:0003735;MF;e;structural constituent of ribosome;82/908;149/46923;5.3959E-100;2;82;1.20114E-96;1.20114E-96;171602.0, 171692.0, 171750.0, 171766.0, 171767.0, 171853.0, 171949.0, 172061.0, 172062.0, 172074.0, 172095.0, 172201.0, 172313.0, 172401.0, 172617.0, 172693.0, 172805.0, 172818.0, 172901.0, 172921.0, 172943.0, 173235.0, 173260.0, 173309.0, 173342.0, 173873.0, 174166.0, 174311.0, 174371.0, 174379.0, 174443.0, 174695.0, 174699.0, 175070.0, 175141.0, 175235.0, 175338.0, 175413.0, 175455.0, 175460.0, 175501.0, 175584.0, 175628.0, 175786.0, 175796.0, 175879.0, 175901.0, 176006.0, 176007.0, 176011.0, 176015.0, 176071.0, 176097.0, 176146.0, 176718.0, 176858.0, 176891.0, 176975.0, 177365.0, 177481.0, 177503.0, 177583.0, 178012.0, 178083.0, 178173.0, 178188.0, 178279.0, 178297.0, 178342.0, 178352.0, 178408.0, 178538.0, 178778.0, 179153.0, 179154.0, 179739.0, 179998.0, 180044.0, 180343.0, 180535.0, 180748.0, 24104384.0
GO:0003723;MF;e;RNA binding;101/908;457/46923;2.01664E-75;4;101;4.48904E-72;2.24452E-72;171602.0, 171769.0, 171834.0, 171853.0, 171949.0, 172061.0, 172070.0, 172074.0, 172201.0, 172617.0, 172805.0, 172818.0, 172858.0, 172920.0, 172921.0, 172954.0, 173070.0, 173071.0, 173076.0, 173086.0, 173204.0, 173512.0, 173738.0, 173811.0, 173873.0, 173915.0, 174072.0, 174073.0, 174193.0, 174322.0, 174333.0, 174367.0, 174371.0, 174379.0, 174534.0, 174543.0, 174645.0, 174659.0, 174699.0, 174747.0, 174782.0, 174808.0, 175138.0, 175141.0, 175244.0, 175460.0, 175501.0, 175551.0, 175572.0, 175680.0, 175879.0, 175898.0, 175966.0, 176015.0, 176072.0, 176094.0, 176103.0, 176153.0, 176334.0, 176373.0, 176504.0, 176531.0, 176625.0, 176668.0, 176688.0, 176755.0, 176863.0, 176891.0, 177101.0, 177203.0, 177254.0, 177392.0, 177481.0, 177566.0, 177580.0, 177583.0, 177674.0, 177738.0, 177988.0, 178157.0, 178279.0, 178342.0, 178401.0, 178408.0, 178483.0, 178538.0, 178778.0, 179070.0, 179779.0, 179840.0, 179998.0, 179999.0, 180069.0, 180343.0, 180535.0, 180748.0, 180791.0, 181079.0, 181473.0, 190601.0, 266853.0
